"","Var1","Var2","Var3","Var4","Var5","Var6","Var7","Var8","Var9","Var10","Var11","Var12","Var13","Var14","Var15","Var16","Var17","Var18","Var19","Var20","Target"
"168","D1",148,415,"3c6035277f562162b1d9538a284929ba","no","no",0,202,102,34.34,243.2,128,20.67,261.3,90,11.76,10.9,3,2.94,1,"False."
"169","A4",94,408,"f920321fb49b519718818568dca4926e","no","yes",38,170.1,124,28.92,193.3,116,16.43,105.9,73,4.77,12.8,4,3.46,1,"False."
"170","A2",32,510,"f2c6820eaddedf11d71094743743de65","no","no",0,230.9,87,39.25,187.4,90,15.93,154,53,6.93,6.3,2,1.7,0,"False."
"171","C2",68,408,"a24c077e0ae11f90cc5b32814f254be2","no","no",0,237.1,105,40.31,223.5,105,19,97.4,79,4.38,13.2,2,3.56,1,"False."
"172","N4",NA,408,"1230f816947398fb4b5163976e460945","no","yes",27,182.1,NA,30.96,169.7,98,14.42,164.7,86,7.41,10.6,5,2.86,2,"False."
"173","N6",25,415,"850ec3e402e3ac1da483c5a3bce77350","no","no",0,119.3,87,20.28,211.5,101,17.98,268.9,86,12.1,10.5,4,2.84,3,"False."
"174","O3",65,415,"783cd3409c75fde265e5008750d86d21","no",NA,0,116.8,87,19.86,178.9,93,15.21,182.4,150,8.21,14.1,2,3.81,1,"False."
"175","L1",179,408,"aea641986d69f0317943cd9a20d9eb76","no","no",0,219.2,92,37.26,149.4,125,12.7,244.7,104,11.01,NA,5,1.65,0,"False."
"176",NA,94,415,"3cebd1426dcd9ded93d8e3d08f688488","no","no",0,252.6,104,42.94,169,125,14.37,170.9,106,7.69,11.1,7,3,2,"False."
"177","M5",62,415,"a23fac485a6a414fec32d9ce959ee1ab","no","no",0,147.1,91,25.01,190.4,107,16.18,195.2,115,8.78,12.2,3,3.29,0,"False."
"178","M4",127,415,NA,"no","no",0,NA,103,34.36,229.4,86,19.5,195.2,113,8.78,11.5,3,3.11,2,"False."
"179","A3",116,408,"973b9545d1c731c250df011b8765a69a","no","no",0,173.5,93,29.5,194.1,76,16.5,208,112,9.36,16.2,10,4.37,3,"False."
"180","K1",70,408,"5631e35c28d3e74bc611d40b70e275fb","no","no",NA,NA,122,39.46,292.3,112,24.85,NA,112,9.05,0,0,0,3,"False."
"181","W3",94,510,"60caa9cd8986431815e5d4a94fe82b52","yes","yes",NA,NA,NA,33.51,214.5,136,18.23,282.2,103,12.7,9.5,NA,2.57,NA,"False."
"182","A1",126,415,"624e0b9b44980eaf0e48d757fbe2d73e","no","no",0,58.2,94,9.89,138.7,118,11.79,136.8,91,6.16,11.9,1,NA,5,"True."
"183","N8",67,408,"eee3f81509a3ac373a5f571c7f0d4988","no","yes",36,115.6,111,19.65,237.7,94,20.2,169.9,103,NA,9.9,12,2.67,2,"False."
"184","N4",19,408,"c152d217a8f9fe554c7ed6703bdfcc8f","no","no",0,186.1,98,31.64,254.3,57,21.62,214,127,9.63,14.6,7,3.94,2,"False."
"185","V1",170,510,"35e8f8e725aa1613ba3952164e57281e","yes","no",0,259.9,68,44.18,245,122,20.83,134.4,121,6.05,8.4,3,2.27,3,"False."
"186","N6",73,415,"29ef001cc49922b8a3dfc3df8f3dbf7e","no","no",0,NA,145,36.43,268.5,135,22.82,241.2,92,10.85,10.8,13,2.92,NA,"False."
"187","N8",106,408,"4298d7006dad6e34aafa46bda6849b11","no","no",0,158.7,74,26.98,64.3,139,5.47,NA,103,8.93,10.2,4,2.75,1,"False."
"188","A4",93,415,NA,"no","no",NA,271.6,71,46.17,229.4,108,19.5,77.3,121,3.48,10.9,3,2.94,2,"False."
"189","W4",164,510,"68ef2b6a4c4af475a503a1268866c294","no","no",0,160.6,111,27.3,163.2,126,13.87,187.1,112,8.42,9,3,2.43,1,"False."
"190","W1",51,408,"4f3184527411b4523dffbc87da8bdd2f","no","no",0,232.4,109,39.51,187.4,95,15.93,231.2,107,10.4,9.1,3,2.46,1,"False."
"191","C2",107,415,"b9782c0808f63f72afccb10bd7f07064","no","no",0,133.8,85,22.75,180.5,94,15.34,112.2,115,5.05,8.9,4,2.4,NA,"False."
"192","T2",130,415,"ae27623af20c199c6cb0ae0e3573c758","no","no",0,176.9,109,30.07,NA,104,7.71,238,69,10.71,9.5,2,2.57,1,"False."
"193","K2",NA,408,"1b155fbf2cd97d36aacdb65f7bc3aedf","no","no",0,209.9,74,35.68,195.1,77,16.58,208.2,119,9.37,8.8,4,2.38,2,"False."
"194","M8",94,415,"cc52a8bad11988d338e8d93a8a24913a","no","no",0,137.5,NA,23.38,203.2,88,17.27,150,131,6.75,13.4,2,3.62,0,"False."
"195","O2",118,408,"e18b1418b1623a8a93ba7ef1af210406","no","yes",23,289.5,52,49.22,166.6,111,NA,119.1,88,5.36,9.5,4,2.57,1,"False."
"196","M2",117,415,"5bc85017410b490f791cb24a5cf48772","no","yes",23,198.1,86,33.68,177,86,NA,180.5,92,8.12,6.8,6,1.84,1,"False."
"197","T1",78,415,"5bac258b1f7a550c70feffbf3efa574a","no","no",NA,149.7,119,25.45,182.2,115,15.49,261.5,126,11.77,9.7,8,2.62,0,"False."
"198","T2",208,510,"2e7dac52f84a9320bd17fa0062990535","no","no",0,326.5,67,55.51,176.3,113,14.99,181.7,102,8.18,10.7,6,2.89,2,"True."
"199","M3",131,510,"8d99116070348e40ce8961f26d060752","yes","yes",26,292.9,101,49.79,199.7,97,16.97,255.3,127,11.49,NA,7,3.73,4,"True."
"200","D1",63,408,"f82ec459f83cca9c75f74bc63f8a84f0","no","no",0,83,64,14.11,177,106,15.05,245.7,89,11.06,13,3,3.51,0,"False."
"201","M5",53,415,"ffa7abe373abff21e26578fb006d0d55","no","yes",24,145.7,146,24.77,NA,136,18.74,249.9,96,11.25,13.1,5,3.54,3,"False."
"202","D2",62,408,"986650a69af01333343d28987b3930e9","no","no",0,182.3,101,30.99,328.2,93,27.9,245,131,11.03,11.2,1,3.02,2,"False."
"203","M2",97,415,"c43faa04730b3d3c3f068ab1155eefde","no","no",0,218,86,37.06,184,94,15.64,240.5,110,10.82,6.4,8,1.73,3,"False."
"204","M4",105,510,"8a68f441ac49ec11d3d3b1c19881e416","no","no",0,140.6,109,23.9,178.6,51,15.18,217,83,9.76,6.8,3,1.84,2,"False."
"205","W1",157,415,"6cd80d904dabdd7c9f85320ffa64212d","no","no",0,152.7,NA,25.96,257.5,80,21.89,NA,93,8.91,9.4,4,2.54,1,"False."
"206","M6",66,415,"b6c49394196c42c4fc8832807fb560c2","no",NA,NA,106.7,76,18.14,209.8,77,17.83,190.4,117,8.57,12.1,2,3.27,1,"False."
"207","I4",122,415,"df21e734ed2b03f22d93422359fcac0e","no","no",0,243.8,98,41.45,83.9,72,7.13,179.8,84,8.09,13.7,8,3.7,2,"False."
"208","O3",38,415,"cd16ec189b454412bcb9517fae8e19f8","no","no",NA,194.4,94,33.05,186.7,95,15.87,223.3,90,10.05,10.8,5,2.92,3,"False."
"209","M2",106,510,"7b65378e3619421064cfc85a297651f9","no","no",NA,213.9,95,36.36,151.9,70,12.91,260.1,124,11.7,12.2,NA,3.29,3,"False."
"210","R1",99,510,"f53347686b9b514bec49abb4ac0ac60d","no","no",0,217.2,112,36.92,246.7,89,20.97,NA,89,10.17,15.8,7,4.27,3,"False."
"211","L1",99,415,"5f4ad44b65618426e9cbff03d0813a00","no","no",0,241.1,72,40.99,155.6,98,13.23,188.2,109,8.47,11.6,10,3.13,NA,"False."
"212","A4",144,510,"a0021156c48dc20175ce33aedf5a14a9","yes","no",0,203.5,100,34.6,247.6,103,21.05,NA,94,8.74,11.9,11,3.21,0,"False."
"213","P1",NA,415,"26e4e43c98146b35394dd1e6d30102e9","no","yes",24,155.2,131,26.38,244.5,106,20.78,NA,68,5.51,10.7,3,2.89,1,"False."
"214","A4",86,408,NA,"no","yes",31,167.6,139,NA,113,118,9.61,246.9,121,11.11,12.2,6,3.29,1,"False."
"215","F1",NA,510,"dd958999fcae408d0f6402a4702cddb0","yes","no",0,226.7,98,38.54,228.1,115,19.39,73.2,93,3.29,17.6,4,4.75,2,"True."
"216","L1",93,415,"e45e105aefc491cbc1d8d600a3ba6b38","no","no",0,179.3,NA,30.48,178.6,98,15.18,225.2,131,10.13,11.5,6,3.11,3,"False."
"217","F1",93,415,"7e3334b7ca387f2ad490cf57abddf8d4","no","no",NA,151.4,89,NA,186.4,NA,NA,172.5,120,7.76,10.9,3,2.94,0,"False."
"218","F1",120,415,"1e305339a78dc59b37e52866c0eefb69","no","no",0,180,80,30.6,224.2,82,19.06,265.4,91,11.94,4.7,7,1.27,3,"False."
"219",NA,136,415,"8f94e17bddafc3c17c71bf4ef6ddc1e4","no","no",0,250.2,121,42.53,267.1,118,22.7,151,114,6.8,13,2,3.51,1,"True."
"220","A2",106,415,"ecc9554040b3d2060434f5b7eb015183","no","no",0,223,121,37.91,110.1,98,9.36,188.7,107,8.49,7.1,12,1.92,0,"False."
"221","W1",NA,415,"86224519a445982313e82ed76975e4ac","no",NA,NA,183.6,116,31.21,152.6,98,12.97,212.2,99,9.55,12.2,6,3.29,3,"False."
"222","T1",127,408,"b54d9a7e895ca115934f06cc2239b50c","no","yes",22,NA,114,28.22,174.5,103,14.83,244.9,68,11.02,10.2,NA,2.75,1,"False."
"223","M7",65,415,"bc8cbb10a6d9dff3c94bbf37e6c76455","no","no",0,136.1,112,23.14,272.9,96,23.2,220.2,104,9.91,4.4,2,1.19,1,"False."
"224","M3",35,408,"e641ede9a5fba967d9536ba5e0c0d298","no","no",0,149.3,NA,25.38,242.2,122,20.59,174.3,104,7.84,8.9,6,2.4,NA,"False."
"225","O2",88,408,"eebade0eb974139eb3e260503b10c7f7","no",NA,NA,65.4,97,11.12,168.2,76,14.3,236,113,10.62,13.8,1,3.73,2,"False."
"226","I4",65,415,"734e23ff251982c3f7b9e421f476f7ec","no","no",0,213.4,111,36.28,234.5,94,19.93,NA,123,11.25,2.7,4,0.73,1,"False."
"227","M6",123,415,"c29587a4a20ced16c94b7e240f84343d","no","no",NA,206.9,85,35.17,244.7,78,20.8,221.5,136,9.97,7.7,2,2.08,3,"False."
"228","I1",126,408,"500a2edfbd1f2ca9983dc45837e6c371","no","yes",27,186.2,78,NA,189.6,83,16.12,76.5,139,3.44,9.6,3,2.59,2,"False."
"229","V1",104,415,"3d3bb4fbadc2cb322ddf314cd2da3f93","no","yes",NA,280.2,136,47.63,220.5,92,18.74,136.9,102,6.16,13.3,3,3.59,4,"False."
"230","K2",45,415,"ec26e0ef399b4913e4ed9984994cdc30","no","yes",NA,196.6,84,33.42,313.2,92,26.62,NA,108,7.35,11.9,3,3.21,0,"False."
"231","M2",93,408,"c8f46591145ada9056f707a4a6333a8f","yes","no",0,312,109,53.04,129.4,100,11,217.6,74,9.79,10.5,2,2.84,NA,"True."
"232","O1",63,415,"bef59dd27a6acd587d814102ed3ffec4","yes","yes",36,199,110,33.83,291.3,111,24.76,197.6,92,8.89,NA,6,2.97,1,"False."
"233","O2",100,415,"eb56fbbfde38484119e2a8cc0b08ecbc","no","no",0,203.1,NA,34.53,217,126,18.45,180.9,122,8.14,13.5,2,3.65,3,"False."
"234","N7",53,415,"eb1e77a25db37c55e68ba22e026ea5a9","no","no",0,168.8,97,28.7,220.3,87,18.73,154.3,113,6.94,10.9,2,2.94,0,"False."
"235","I2",NA,415,"bb76f7677932e5f4c981321e4773c114","yes","no",0,173.1,140,29.43,240.3,NA,NA,233.2,117,10.49,9,5,2.43,1,"False."
"236","M5",139,510,"f562a86c5c7c2698e38abc6a5d15197c","no","no",0,134.4,106,22.85,211.3,98,17.96,193.6,125,NA,10.2,2,2.75,5,"True."
"237","S1",110,408,"8f0b1a7a796918160c42f1c11874533a","no","yes",40,202.6,103,34.44,118.8,128,10.1,234.9,98,10.57,9,9,2.43,2,"False."
"238","I3",110,408,"bb26a81fa5aaec2dac8ded409119dc9d","no","no",0,74.5,NA,12.67,200.8,98,17.07,192.2,101,8.65,9.8,7,2.65,3,NA
"239","W4",215,510,"4b3596e4f05cd0f7d88aea3e312b8084","no","no",0,83.6,148,14.21,120.9,91,10.28,226.6,110,10.2,10.7,9,2.89,0,"False."
"240","A2",73,415,"635adadf08bcaf7892e785151f19bd6a","no","no",0,192.2,86,32.67,168.6,116,14.33,139.8,87,6.29,NA,NA,2.54,1,"False."
"241","N5",138,510,"0be45db6352259d69999ed86be5d13a0","no","no",NA,220.2,89,37.43,88.3,125,7.51,195.3,79,8.79,12.9,5,3.48,0,"False."
"242","N7",137,415,NA,"yes","no",0,135.1,95,NA,134.1,102,11.4,223.1,81,10.04,12.3,2,3.32,2,"True."
"243","I4",36,415,"a066b4101054d881a593ac0e5df3f3d5","no","no",0,253.4,NA,43.08,182.4,151,15.5,275.8,103,12.41,NA,2,2.27,1,"False."
"244","W3",85,408,"0b65767f72d5579ed453b966dda5e33c","no","no",0,225,81,38.25,176.9,63,15.04,194.3,110,8.74,7.1,2,1.92,3,"False."
"245","V1",108,408,NA,"no","no",0,198.5,99,33.75,267.8,60,22.76,354.9,75,15.97,9.4,3,2.54,0,"True."
"246","S1",22,408,NA,"no","no",0,110.3,107,18.75,166.5,93,14.15,202.3,96,9.1,9.5,5,2.57,0,"False."
"247","R1",107,415,"ce39fcff899dfa91c275b17cd9156242","no","yes",37,60,102,10.2,102.2,80,8.69,261.8,106,11.78,11.1,3,3,0,"False."
"248","I4",51,NA,"6eb2696ebaabae34da173507cee5c4d8","no","no",0,214.8,94,36.52,149.7,58,12.72,283.4,66,12.75,10.2,5,2.75,0,"False."
"249","A4",94,408,"d7bb4d7b03deb5c42a47ead16f31fd7f","no","no",0,181.8,NA,30.91,202.4,98,17.2,245.9,97,11.07,9.2,2,2.48,4,"False."
"250","N6",119,510,"87d0a1fc1dfdd38b67baa5f499c506fd","no","yes",23,NA,114,26.18,278,137,23.63,228.4,112,10.28,11.8,4,3.19,2,"False."
"251","O3",33,415,"e6b3bca0bf8499f5253a7d08086395bc","no","yes",29,157.4,99,26.76,117.9,80,10.02,279.2,79,12.56,13.9,11,3.75,4,"True."
"252","N5",106,415,"260514ed18148c907101a9652045c2ce","no","no",0,207.9,91,35.34,172,109,14.62,NA,143,8.63,14.4,NA,3.89,4,"False."
"253","M7",82,408,"a068e032df1f0115387cbb2525ffb416","no","no",0,207,90,35.19,232.9,83,19.8,172.4,108,7.76,9.1,8,2.46,3,"False."
"254","M4",86,510,"dce95a83cf07b012fc38e521765885a7","no","yes",41,119,101,20.23,230,134,19.55,236.9,58,10.66,9.5,3,2.57,0,"False."
"255","T2",97,415,"94cc9a775e37df291e614a86bc2576ac","yes","no",0,143.7,117,24.43,273,82,23.21,178.3,81,8.02,10.9,3,2.94,0,"False."
"256","F1",106,408,"6b2f8f44fa35487abecf6a25a1c7ae8d","no","yes",32,165.9,126,28.2,216.5,93,18.4,173.1,86,7.79,14.1,8,3.81,4,"False."
"257","D1",108,510,"27b1d720eb0a912b8043dd7bbdf61727","no","no",0,138.6,122,23.56,172.3,117,14.65,NA,92,10.42,9.8,3,2.65,1,"False."
"258","T2",114,415,"89fb0bdc94d84143b03854c97817d360","no","no",0,84.7,118,14.4,249.9,86,21.24,193.4,95,8.7,14.5,8,3.92,1,"False."
"259","K1",92,408,NA,"yes","no",0,62.6,111,10.64,180.6,126,15.35,221.7,80,9.98,10.4,2,2.81,1,"True."
"260","U1",59,510,NA,"no","no",0,155.2,79,26.38,NA,123,20,169.4,80,7.62,8.7,4,2.35,1,"False."
"261","M5",NA,510,"46c2252f72b55c3539157ae834f2e784","no","yes",25,164.9,110,28.03,209.3,105,17.79,231.2,55,10.4,6.7,NA,1.81,1,"False."
"262",NA,151,408,"3026520cbbb486ae18dc9f38d87aca14","no","no",0,134.5,88,22.87,143.1,112,12.16,223.9,61,10.08,15.4,1,4.16,1,"False."
"263","N6",117,415,"cad33d68a06401431914ce00c63c9ac1","no","no",0,143.3,103,24.36,211.3,108,17.96,185.2,96,8.33,11.5,3,3.11,1,"False."
"264","S1",78,510,"470ce0372917ac5c51bdaa26c295bc8e","no","no",0,168.3,110,28.61,221.2,73,18.8,241,136,10.85,12.5,1,3.38,NA,"False."
"265","N1",155,408,"3534c7482fdd2b910237e72d945dfa5e","no",NA,0,262.4,55,44.61,194.6,113,16.54,146.5,85,6.59,8.3,6,2.24,2,"False."
"266","W3",114,510,"7d14e7d4d82220bf53c8c7c8052b2d45","no","yes",NA,206.2,NA,35.05,260,91,22.1,291.6,83,13.12,11.4,6,3.08,1,"False."
"267","R1",114,510,"324956ab2da3a7d5b04bf0ac5bd70bdd","no","yes",28,225.8,94,38.39,193,117,16.41,232.4,100,NA,8.4,9,2.27,4,"False."
"268","N4",119,408,"bf432e884a86711e441cdbb2d473b36a","no","no",0,138.3,89,NA,170.5,78,14.49,263.9,98,11.88,13.5,6,3.65,3,"False."
"269","M6",64,510,"3c1236ecb7ec10c6f1906e06352860e5","no","yes",48,94.4,104,16.05,NA,101,11.58,147.4,89,NA,4.5,4,1.22,0,"False."
"270","M1",118,408,"97f5609dbadb05ac9c37bb2d785f5afc","yes","no",0,160,123,27.2,175.4,96,14.91,184.8,99,8.32,9.9,3,2.67,2,"False."
"271","P1",101,415,"7536df5cfb7fd10204888f2727710954","no","no",0,206.6,105,35.12,224.9,NA,19.12,249.9,100,NA,14.6,NA,3.94,0,"False."
"272",NA,NA,415,NA,"no","no",0,134.7,121,22.9,180,83,15.3,NA,104,9.04,7.7,3,2.08,1,NA
"273","A2",49,415,NA,"no","yes",28,NA,78,36.45,235.2,100,19.99,206.2,107,9.28,8,13,2.16,3,"False."
"274","W4",139,415,"665ad9afa18b44411dad1cbfdaea62a8","no","no",0,192.8,104,32.78,234.4,96,19.92,203.2,101,9.14,13,3,3.51,3,"False."
"275","P1",92,408,"f642dd914f2ec1648788d0348fd5db1c","no","yes",28,151.1,90,25.69,194.8,79,16.56,239.2,114,10.76,10,3,2.7,1,"False."
"276","W1",83,415,"92b0696b8eb77a15a1b0742cb7cb6bc5","no","no",0,221.4,103,37.64,231.8,103,19.7,122.5,100,5.51,9.8,5,2.65,3,"False."
"277","H1",148,510,"1760433b89f70a9377479c3ac95c22f8","yes","no",0,218.9,88,37.21,208,85,17.68,203.3,99,9.15,11.1,4,3,0,"False."
"278","S1",144,408,"ab98ec46a50a110523f7c33647bdc7e8","no","yes",48,189.8,96,32.27,123.4,67,10.49,214.2,106,9.64,6.5,2,1.76,2,"True."
"279",NA,131,415,"487ff189bf76d400c46ef3316d056868","no","yes",25,192.7,85,32.76,NA,105,19.2,NA,59,11.44,10.9,6,2.94,2,"False."
"280","V2",NA,510,"ab800467973a4710559d3eeed10d9d5a","yes","no",0,204.4,NA,34.75,219.1,90,18.62,NA,114,10.02,10.5,6,2.84,3,"False."
"281","M8",143,415,NA,"no","no",0,172.3,97,29.29,174,108,14.79,188.2,119,8.47,13,NA,3.51,2,"False."
"282","M5",81,415,"0b36c969d184eb4cce1fb27884547766","no","no",0,198.4,93,33.73,210.9,108,17.93,193.3,71,8.7,10.4,6,2.81,2,"False."
"283","A1",48,415,"6d27a4212879bf92202e51781c096821","no","yes",37,211.7,115,35.99,159.9,84,13.59,NA,80,6.48,12.2,1,3.29,1,"False."
"284","M4",86,415,"232a8a2a6562004db1fb6f7e4eed40c2","no","yes",28,221.6,74,37.67,288.4,100,24.51,NA,105,10.81,9,2,2.43,1,"False."
"285","D2",71,415,"16b6fbfbb181c5f11a9caf1101db73a8","no","no",0,197.9,108,33.64,181.5,109,15.43,281.4,56,12.66,6.7,NA,1.81,3,"False."
"286","S1",145,408,"eab529e6797f6d5586f02d5ba4eebeab","no","yes",24,147.5,90,25.08,175.7,108,14.93,252.1,102,11.34,15.6,3,4.21,2,"False."
"287","M4",137,510,"6709fdcf05151034caf7439fb08a3d12","no","no",0,NA,122,35.09,128,102,10.88,194.5,84,8.75,8.8,5,2.38,2,"False."
"288","K1",137,408,"01a9d1317b4135656653d7223f57b0be","no",NA,0,205.9,88,35,209.3,86,17.79,289.9,84,13.05,14.5,4,3.92,2,"False."
"289","A2",NA,510,"bd137efd4b35de4e46658eefb98bb1b5","no","no",0,207.6,NA,35.29,132.4,63,11.25,255.2,98,11.48,14.1,5,3.81,0,"False."
"290","O2",89,510,"e1fe0e83de83b8a9f465617ac5cb2176","no","no",0,303.9,95,51.66,260.9,114,NA,NA,89,14.04,5.3,3,1.43,1,"True."
"291","C3",199,415,"5bf42bdf74b17aeb80170414fab8dcb9","no","yes",34,230.6,121,39.2,219.4,99,18.65,299.3,94,13.47,8,2,2.16,0,"False."
"292","N3",132,510,"de8509e18837d72bffd05ba31952b92e","no","no",0,99.5,110,16.92,129.1,80,10.97,125.1,124,NA,9.7,3,2.62,0,"False."
"293","W2",NA,510,"354424d9c4181ef35dfdcaaba1915ebd","no","no",0,177.1,112,30.11,194,112,NA,146.7,108,6.6,5.9,4,NA,1,"False."
"294","C3",96,415,"7ccb06a7baabb07bd8f1db74b5454ef1","no","yes",37,172.7,93,29.36,120.1,116,10.21,216.1,86,9.72,10.3,5,2.78,5,"True."
"295","W2",96,510,"d36867eebf74ca4fe268a80f1fb01b3f","no","yes",18,172.7,86,29.36,133.4,NA,11.34,259.5,70,11.68,9.8,3,2.65,1,NA
"296","I4",166,510,"3740ced029f523d4aec19b8941368593","no","no",0,204.2,115,34.71,179.9,152,15.29,216.8,109,9.76,9.5,5,2.57,1,"False."
"297","D1",74,415,"5746dba3f949cd1d2c73b5226fd22e62","no","no",0,85.7,83,14.57,247.7,67,21.05,142.4,85,6.41,10.1,5,2.73,2,"False."
"298","A3",NA,415,"211e1d67b433593f02fc51861d45f439","no","no",0,157.6,117,26.79,184.3,58,15.67,240.4,99,10.82,11.9,1,NA,0,"False."
"299","M3",113,415,"4aa09e4a8a84edb067bdf63e58144b68","no","no",0,NA,129,36.64,218.7,NA,18.59,207.1,91,9.32,6.6,9,1.78,4,"False."
"300",NA,94,415,NA,"no","no",0,181.5,98,30.86,199.9,88,16.99,287.7,114,12.95,6.6,5,1.78,1,"False."
"301","M2",NA,415,"28b6d3fce260b20ea7e8a845ea731842","no","no",0,171.7,80,29.19,NA,81,9.38,NA,111,8.79,11.9,4,3.21,2,"False."
"302","F1",127,415,NA,"no","no",0,266.6,106,45.32,264.8,168,22.51,207.2,119,9.32,5.9,2,1.59,NA,"True."
"303","R1",121,408,"e559547e86f93357e31e1a74213a7f2a","no","no",0,170.4,108,28.97,350.5,68,29.79,297,87,13.37,11.2,3,3.02,0,"True."
"304","I1",NA,415,"aacf4b9fe79a69254592697e617cf501","no","no",0,158,106,26.86,292.5,114,24.86,241.1,89,10.85,9.1,4,2.46,1,"False."
"305","A4",NA,510,"0e93f82800aa53308965cf91fe994838","no","no",0,92,117,15.64,253.6,77,21.56,214.1,90,9.63,10.3,10,2.78,1,"False."
"306","M6",NA,415,"6dcbc4f210535057842f915ea584e366","no","no",0,234,109,39.78,249.5,114,21.21,173.1,70,7.79,9.1,5,2.46,2,"False."
"307","V2",113,415,"e8eafdba2701941537850896fc40d091","no","no",NA,272.1,111,46.26,268.5,118,22.82,213.8,105,9.62,8.5,10,2.3,1,"True."
"308",NA,122,408,"b82463d17cf3a778fdfa5b5f6a53344a","no","no",NA,296.4,99,50.39,214.8,89,18.26,133.9,107,6.03,11.4,3,3.08,4,"True."
"309","R1",112,510,"50fe06c8e5170aae9455fc5372e1614d","no","no",0,194.4,101,33.05,190.3,82,16.18,183.4,107,8.25,11.4,2,3.08,0,"False."
"310","S1",209,415,"7ea56a100bd8a8aebfcf1c4c9c360900","no","no",0,227.2,NA,38.62,NA,92,21.96,183.5,74,8.26,8.9,4,2.4,NA,"False."
"311","M5",62,415,"c7a45e5c628c7d12e457992705cbc6f6","no",NA,NA,248.7,NA,42.28,220,118,18.7,265.7,78,11.96,13.2,2,3.56,1,"True."
"312","T2",110,415,"24823cdd40ea86c2df4923248aa2680b","no","yes",38,236.3,102,40.17,195.9,112,16.65,183.5,82,8.26,9.7,6,2.62,1,"False."
"313","V1",16,510,"34a6d135599bf55cd5500c22d5f94acc","no",NA,0,205.6,69,34.95,169.5,93,14.41,220.1,64,9.9,10.9,3,2.94,NA,"False."
"314","M1",73,408,"e43d7e8eba802db6e47441b4f1e44731","no","no",0,94.1,136,16,280.3,122,NA,205,77,9.23,9.8,4,2.65,0,"False."
"315","I2",128,408,"0d26bc5e2b532998addcb27fc7e3a1d9","no","no",0,125.2,99,21.28,205.4,NA,17.46,254.4,111,11.45,18.9,2,5.1,0,"False."
"316",NA,39,408,"005a30ad59990c6d3d403607ee30fa9a","no","no",0,60.4,158,10.27,306.2,120,26.03,123.9,46,5.58,12.4,3,3.35,1,"False."
"317","G1",103,415,"20c98a5cbfd0d36d80ebe506e9d74c3f","no","yes",28,NA,105,20.57,270.4,100,22.98,160.5,76,7.22,7.7,4,2.08,2,"False."
"318","R1",119,415,"1eea17dc5c4ee0660a357c4b60721cc1","no","yes",29,117.8,66,20.03,256.8,114,21.83,147.6,76,6.64,7.6,3,2.05,3,"False."
"319","I2",173,510,"180aa3bc774369727d5e77aa1c2ff46e","no","yes",21,232.4,NA,39.51,211.9,118,18.01,273,102,12.29,5,5,1.35,3,"False."
"320","S1",128,510,"11d302b0b72c5f2a8efdfc4ab6aab450","yes","yes",32,223.5,81,38,188.8,74,16.05,NA,101,6.97,9.4,2,2.54,2,"True."
"321","M1",86,510,"12e1dbe8d0d7e828c3645ed585d5519d","no","no",0,176.3,79,29.97,259.2,97,22.03,287.4,78,12.93,6.2,3,1.67,0,"False."
"322","W4",114,415,"139c0e8ab028cbaa88767723cca94a8f","no","yes",32,NA,79,21.28,177.8,105,15.11,232.4,89,10.46,12.9,3,3.48,1,"False."
"323","V1",104,408,"f2bfe2bf008df90119bdffe933ea20cf","no","no",0,138.7,107,23.58,256.9,113,21.84,234.9,74,10.57,10,3,2.7,0,"False."
"324","O3",148,415,"e241626e45fe94f9f35e36afb8511938","no","no",0,86.3,134,14.67,246.6,92,20.96,NA,91,11.32,11.3,4,3.05,1,"False."
"325",NA,129,408,"8bc78334897b21f16525baf5cceea335","no","no",0,207,91,35.19,NA,121,13.17,245.1,112,11.03,13.4,5,3.62,3,"False."
"326","M3",100,510,"a1cee3d67e90a66c453f2568e5cfe9d2","no","yes",30,58.8,104,10,219.5,107,18.66,NA,118,6.85,7.1,3,1.92,0,"False."
"327","A2",121,408,"94df2da80c2d197adb1c1662dc335a73","no","yes",35,68.7,95,11.68,209.2,69,17.78,197.4,42,8.88,11.4,4,3.08,1,"False."
"328","G1",143,408,"b71b87b446ad903c2c418fa8d1d072d2","no","yes",33,239.2,109,40.66,235.5,112,20.02,156.3,95,7.03,9.5,4,2.57,1,"False."
"329","I1",76,510,"536d1b7a119dc3a71f4115f97f4752f5","no","no",0,198.3,130,33.71,217.1,86,18.45,188.4,96,8.48,12.5,3,NA,0,"False."
"330","A4",158,510,"0a7d53b74b022ccb87e2426ac2bf9bb0","no",NA,0,205.2,NA,34.88,240.6,77,20.45,79.7,108,3.59,14.4,12,3.89,NA,"False."
"331","F1",116,510,"e59a61b2390ee2abd77fd6b2a2209ae8","no","no",0,192.1,98,32.66,312.9,135,26.6,130.2,94,5.86,7.9,2,2.13,3,"False."
"332","M8",54,415,"a324dd3aa06bfe17cbb3e7642c3f75b7","no","no",0,272.6,83,NA,248.7,74,21.14,197.4,111,8.88,9.5,2,2.57,1,"True."
"333","A2",86,415,"671be2154e5b105dde446925e306135b","no","no",0,NA,121,21.81,NA,93,16.75,138.4,152,6.23,12.2,5,3.29,7,"True."
"334","D2",108,510,"40ba03068b89adbbf30fde77a51accd2","no","no",0,169.6,99,28.83,264.1,87,22.45,206.3,78,9.28,9.3,4,2.51,NA,"False."
